,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
750,1,-1,3,-1,3,-1,1,-1,4,-1,2,-1,1,-1,1,-1,3,-1,1,-1,4,-1,3,-1,2,-1,1,-1,2,-1,4,-1,4,-1.0,4.0,-1.0,4.0,-1.0,2.0,-1.0,3.0,-1.0,2.0,-1.0,
751,1,-1,4,-1,1,-1,4,-1,1,-1,2,-1,1,-1,1,-1,1,-1,1,-1,2,-1,3,-1,4,-1,1,-1,1,-1,4,-1,3,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,2.0,-1.0,
752,2,-1,2,-1,4,-1,1,-1,2,-1,4,-1,1,-1,4,-1,1,-1,1,-1,2,-1,4,-1,2,-1,1,-1,1,-1,1,-1,-2,,,,,,,,,,,,
753,4,-1,3,-1,1,-1,1,-1,4,-1,2,-1,4,-1,4,-1,1,-1,1,-1,3,-1,4,-1,1,-1,4,-1,3,-1,2,-1,2,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,
754,4,-1,3,-1,2,-1,1,-1,1,-1,1,-1,3,-1,1,-1,1,-1,4,-1,1,-1,3,-1,1,-1,3,-1,2,-1,4,-1,2,-1.0,3.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,
755,3,-1,4,-1,1,-1,3,-1,2,-1,4,-1,3,-1,3,-1,4,-1,3,-1,4,-1,2,-1,4,-1,2,-1,4,-1,1,-1,-2,,,,,,,,,,,,
756,4,-1,2,-1,4,-1,3,-1,4,-1,1,-1,3,-1,4,-1,1,-1,2,-1,4,-1,1,-1,4,-1,3,-1,1,-1,2,-1,2,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,
757,1,-1,2,-1,1,-1,3,-1,4,-1,4,-1,4,-1,2,-1,1,-1,4,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,4,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,
758,1,-1,1,-1,1,-1,4,-1,2,-1,1,-1,1,-1,4,-1,1,-1,3,-1,2,-1,2,-1,3,-1,2,-1,2,-1,1,-1,-2,,,,,,,,,,,,
759,2,-1,4,-1,1,-1,3,-1,1,-1,3,-1,3,-1,1,-1,3,-1,2,-1,4,-1,1,-1,2,-1,4,-1,3,-1,4,-1,1,-1.0,3.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,
760,4,-1,3,-1,3,-1,1,-1,1,-1,2,-1,1,-1,1,-1,3,-1,2,-1,1,-1,1,-1,1,-1,4,-1,4,-1,2,-1,4,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,3.0,-1.0,4.0,-1.0,
761,3,-1,3,-1,4,-1,4,-1,3,-1,3,-1,2,-1,1,-1,2,-1,1,-1,1,-1,2,-1,1,-1,4,-1,3,-1,4,-1,-2,,,,,,,,,,,,
762,4,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,-1,4,-1,3,-1,4,-1,4,-1,4,-1,1,-1,4,-1,1,-1,3,-1,4,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,
763,1,-1,3,-1,1,-1,1,-1,1,-1,1,-1,2,-1,2,-1,2,-1,4,-1,2,-1,1,-1,2,-1,2,-1,4,-1,4,-1,1,-1.0,4.0,-1.0,3.0,-1.0,3.0,-1.0,3.0,-1.0,4.0,-1.0,
764,4,-1,3,-1,3,-1,3,-1,1,-1,4,-1,4,-1,1,-1,4,-1,2,-1,2,-1,4,-1,1,-1,1,-1,1,-1,4,-1,-2,,,,,,,,,,,,
765,3,-1,4,-1,3,-1,1,-1,4,-1,1,-1,3,-1,1,-1,3,-1,2,-1,2,-1,1,-1,4,-1,3,-1,2,-1,2,-1,4,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,
766,3,-1,2,-1,4,-1,4,-1,1,-1,3,-1,1,-1,1,-1,4,-1,4,-1,1,-1,4,-1,3,-1,3,-1,2,-1,2,-1,4,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,
767,3,-1,4,-1,4,-1,2,-1,4,-1,4,-1,3,-1,2,-1,4,-1,2,-1,3,-1,2,-1,1,-1,1,-1,1,-1,2,-1,-2,,,,,,,,,,,,
768,1,-1,4,-1,1,-1,2,-1,1,-1,1,-1,2,-1,3,-1,4,-1,3,-1,4,-1,4,-1,3,-1,4,-1,1,-1,3,-1,2,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,2.0,-1.0,
769,1,-1,2,-1,1,-1,2,-1,2,-1,3,-1,4,-1,4,-1,4,-1,2,-1,4,-1,1,-1,4,-1,1,-1,3,-1,1,-1,4,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,2.0,-1.0,4.0,-1.0,
770,1,-1,1,-1,4,-1,3,-1,1,-1,3,-1,4,-1,3,-1,4,-1,3,-1,2,-1,4,-1,2,-1,1,-1,1,-1,3,-1,-2,,,,,,,,,,,,
771,4,-1,1,-1,4,-1,4,-1,3,-1,1,-1,3,-1,4,-1,3,-1,1,-1,1,-1,1,-1,4,-1,3,-1,3,-1,4,-1,2,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,3.0,-1.0,
772,4,-1,3,-1,3,-1,2,-1,3,-1,3,-1,4,-1,4,-1,2,-1,1,-1,2,-1,4,-1,1,-1,4,-1,1,-1,4,-1,3,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,
773,2,-1,2,-1,1,-1,3,-1,3,-1,4,-1,3,-1,3,-1,1,-1,1,-1,2,-1,2,-1,4,-1,2,-1,1,-1,4,-1,-2,,,,,,,,,,,,
774,2,-1,1,-1,3,-1,3,-1,1,-1,3,-1,1,-1,4,-1,3,-1,2,-1,2,-1,1,-1,2,-1,1,-1,1,-1,2,-1,4,-1.0,3.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,
775,4,-1,3,-1,2,-1,4,-1,1,-1,1,-1,4,-1,1,-1,3,-1,4,-1,3,-1,4,-1,4,-1,4,-1,4,-1,4,-1,1,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,
776,4,-1,3,-1,4,-1,2,-1,1,-1,1,-1,3,-1,2,-1,4,-1,3,-1,4,-1,2,-1,1,-1,2,-1,3,-1,3,-1,-2,,,,,,,,,,,,
777,2,-1,2,-1,1,-1,1,-1,4,-1,3,-1,4,-1,4,-1,1,-1,1,-1,4,-1,3,-1,2,-1,1,-1,2,-1,4,-1,4,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,2.0,-1.0,
778,4,-1,1,-1,2,-1,4,-1,3,-1,1,-1,4,-1,3,-1,3,-1,4,-1,1,-1,1,-1,2,-1,1,-1,1,-1,1,-1,1,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,2.0,-1.0,2.0,-1.0,
779,3,-1,1,-1,4,-1,1,-1,1,-1,3,-1,4,-1,1,-1,4,-1,3,-1,4,-1,2,-1,2,-1,3,-1,2,-1,1,-1,-2,,,,,,,,,,,,
780,1,-1,4,-1,4,-1,4,-1,1,-1,2,-1,1,-1,1,-1,2,-1,1,-1,2,-1,1,-1,3,-1,1,-1,2,-1,4,-1,4,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,
781,3,-1,4,-1,3,-1,4,-1,2,-1,4,-1,2,-1,4,-1,1,-1,4,-1,1,-1,3,-1,1,-1,1,-1,1,-1,4,-1,1,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,
782,3,-1,4,-1,4,-1,3,-1,1,-1,2,-1,1,-1,2,-1,1,-1,3,-1,1,-1,2,-1,4,-1,4,-1,4,-1,3,-1,-2,,,,,,,,,,,,
783,4,-1,3,-1,1,-1,1,-1,4,-1,3,-1,1,-1,3,-1,4,-1,4,-1,4,-1,4,-1,1,-1,2,-1,3,-1,2,-1,1,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,
784,3,-1,2,-1,3,-1,4,-1,1,-1,1,-1,1,-1,2,-1,1,-1,4,-1,4,-1,4,-1,2,-1,4,-1,2,-1,1,-1,1,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,
785,1,-1,4,-1,1,-1,2,-1,4,-1,2,-1,4,-1,2,-1,4,-1,3,-1,1,-1,2,-1,3,-1,1,-1,4,-1,3,-1,-2,,,,,,,,,,,,
786,2,-1,4,-1,3,-1,4,-1,4,-1,3,-1,4,-1,3,-1,4,-1,3,-1,4,-1,4,-1,4,-1,2,-1,1,-1,1,-1,4,-1.0,1.0,-1.0,3.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,
787,4,-1,4,-1,1,-1,4,-1,3,-1,2,-1,1,-1,4,-1,2,-1,4,-1,2,-1,1,-1,1,-1,3,-1,3,-1,4,-1,2,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,3.0,-1.0,
788,3,-1,2,-1,4,-1,1,-1,3,-1,2,-1,1,-1,4,-1,1,-1,1,-1,1,-1,3,-1,1,-1,1,-1,2,-1,4,-1,-2,,,,,,,,,,,,
789,4,-1,4,-1,1,-1,1,-1,3,-1,4,-1,2,-1,1,-1,3,-1,4,-1,4,-1,2,-1,4,-1,4,-1,4,-1,1,-1,4,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,
790,1,-1,1,-1,1,-1,2,-1,1,-1,1,-1,4,-1,3,-1,4,-1,4,-1,4,-1,4,-1,4,-1,1,-1,4,-1,3,-1,4,-1.0,2.0,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,1.0,-1.0,
791,3,-1,2,-1,1,-1,1,-1,1,-1,1,-1,4,-1,3,-1,4,-1,4,-1,3,-1,3,-1,1,-1,2,-1,4,-1,3,-1,-2,,,,,,,,,,,,
792,1,-1,3,-1,1,-1,2,-1,4,-1,3,-1,1,-1,2,-1,2,-1,4,-1,4,-1,1,-1,2,-1,4,-1,1,-1,1,-1,1,-1.0,3.0,-1.0,3.0,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,
793,4,-1,2,-1,1,-1,4,-1,3,-1,1,-1,1,-1,4,-1,4,-1,4,-1,4,-1,3,-1,2,-1,4,-1,2,-1,4,-1,2,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,
794,1,-1,2,-1,1,-1,1,-1,4,-1,3,-1,2,-1,4,-1,1,-1,3,-1,4,-1,4,-1,1,-1,1,-1,1,-1,2,-1,-2,,,,,,,,,,,,
795,1,-1,3,-1,3,-1,3,-1,4,-1,3,-1,1,-1,4,-1,3,-1,1,-1,4,-1,4,-1,1,-1,4,-1,3,-1,4,-1,3,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,4.0,-1.0,
796,4,-1,2,-1,2,-1,4,-1,4,-1,1,-1,2,-1,2,-1,2,-1,1,-1,3,-1,1,-1,4,-1,2,-1,2,-1,1,-1,4,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,
797,1,-1,4,-1,2,-1,2,-1,4,-1,1,-1,3,-1,3,-1,3,-1,3,-1,2,-1,2,-1,3,-1,3,-1,2,-1,4,-1,-2,,,,,,,,,,,,
798,3,-1,4,-1,4,-1,4,-1,4,-1,3,-1,4,-1,1,-1,3,-1,1,-1,4,-1,3,-1,1,-1,4,-1,1,-1,4,-1,2,-1.0,3.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,
799,1,-1,1,-1,2,-1,1,-1,3,-1,1,-1,4,-1,3,-1,3,-1,4,-1,1,-1,2,-1,1,-1,2,-1,4,-1,4,-1,1,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,
800,3,-1,1,-1,1,-1,2,-1,3,-1,3,-1,4,-1,4,-1,2,-1,3,-1,4,-1,3,-1,4,-1,2,-1,4,-1,4,-1,-2,,,,,,,,,,,,
801,4,-1,1,-1,3,-1,2,-1,4,-1,1,-1,4,-1,1,-1,3,-1,1,-1,4,-1,3,-1,2,-1,4,-1,4,-1,1,-1,2,-1.0,2.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,
802,4,-1,1,-1,2,-1,4,-1,1,-1,1,-1,1,-1,2,-1,1,-1,4,-1,2,-1,2,-1,4,-1,1,-1,1,-1,4,-1,2,-1.0,1.0,-1.0,3.0,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,
803,4,-1,1,-1,4,-1,3,-1,2,-1,4,-1,3,-1,1,-1,4,-1,3,-1,4,-1,2,-1,4,-1,4,-1,4,-1,2,-1,-2,,,,,,,,,,,,
804,1,-1,4,-1,4,-1,4,-1,3,-1,4,-1,1,-1,2,-1,4,-1,4,-1,1,-1,2,-1,1,-1,1,-1,4,-1,1,-1,2,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,
805,1,-1,1,-1,1,-1,3,-1,2,-1,4,-1,1,-1,2,-1,1,-1,4,-1,3,-1,1,-1,4,-1,3,-1,1,-1,3,-1,4,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,
806,3,-1,3,-1,1,-1,2,-1,1,-1,2,-1,1,-1,4,-1,3,-1,4,-1,4,-1,1,-1,3,-1,1,-1,2,-1,1,-1,-2,,,,,,,,,,,,
807,4,-1,3,-1,4,-1,1,-1,4,-1,4,-1,2,-1,4,-1,3,-1,4,-1,4,-1,1,-1,4,-1,3,-1,2,-1,4,-1,4,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,
808,4,-1,3,-1,1,-1,4,-1,1,-1,1,-1,2,-1,1,-1,2,-1,4,-1,4,-1,2,-1,1,-1,1,-1,3,-1,3,-1,4,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,3.0,-1.0,
809,3,-1,1,-1,1,-1,2,-1,2,-1,4,-1,3,-1,1,-1,3,-1,4,-1,4,-1,4,-1,4,-1,1,-1,4,-1,3,-1,-2,,,,,,,,,,,,
810,1,-1,3,-1,3,-1,2,-1,4,-1,1,-1,4,-1,3,-1,4,-1,1,-1,2,-1,1,-1,2,-1,1,-1,2,-1,2,-1,3,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,
811,1,-1,3,-1,4,-1,2,-1,4,-1,4,-1,1,-1,2,-1,1,-1,3,-1,3,-1,2,-1,4,-1,3,-1,4,-1,4,-1,3,-1.0,3.0,-1.0,3.0,-1.0,3.0,-1.0,2.0,-1.0,4.0,-1.0,
812,4,-1,3,-1,4,-1,3,-1,4,-1,4,-1,2,-1,4,-1,4,-1,4,-1,3,-1,2,-1,1,-1,1,-1,4,-1,4,-1,-2,,,,,,,,,,,,
813,2,-1,1,-1,2,-1,1,-1,3,-1,1,-1,2,-1,4,-1,4,-1,2,-1,1,-1,4,-1,4,-1,1,-1,1,-1,3,-1,1,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,3.0,-1.0,3.0,-1.0,
814,4,-1,3,-1,2,-1,4,-1,4,-1,3,-1,2,-1,1,-1,4,-1,1,-1,2,-1,3,-1,4,-1,1,-1,3,-1,1,-1,2,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,2.0,-1.0,
815,4,-1,4,-1,1,-1,4,-1,3,-1,4,-1,4,-1,3,-1,4,-1,1,-1,1,-1,1,-1,4,-1,3,-1,2,-1,4,-1,-2,,,,,,,,,,,,
816,3,-1,4,-1,4,-1,1,-1,2,-1,3,-1,1,-1,2,-1,2,-1,1,-1,4,-1,3,-1,4,-1,2,-1,1,-1,4,-1,1,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,
817,1,-1,4,-1,2,-1,1,-1,2,-1,1,-1,4,-1,1,-1,1,-1,1,-1,4,-1,4,-1,1,-1,3,-1,4,-1,2,-1,4,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,2.0,-1.0,4.0,-1.0,
818,3,-1,4,-1,4,-1,1,-1,1,-1,4,-1,2,-1,2,-1,3,-1,4,-1,1,-1,4,-1,3,-1,4,-1,4,-1,4,-1,-2,,,,,,,,,,,,
819,3,-1,2,-1,1,-1,1,-1,4,-1,3,-1,2,-1,4,-1,2,-1,2,-1,1,-1,3,-1,3,-1,4,-1,4,-1,3,-1,4,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,
820,2,-1,1,-1,2,-1,1,-1,3,-1,1,-1,4,-1,3,-1,4,-1,3,-1,1,-1,2,-1,4,-1,2,-1,1,-1,1,-1,2,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,
821,4,-1,4,-1,1,-1,3,-1,3,-1,1,-1,3,-1,3,-1,4,-1,1,-1,4,-1,3,-1,1,-1,3,-1,2,-1,4,-1,-2,,,,,,,,,,,,
822,1,-1,4,-1,4,-1,1,-1,4,-1,4,-1,3,-1,4,-1,1,-1,1,-1,1,-1,4,-1,2,-1,1,-1,2,-1,1,-1,4,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,
823,1,-1,2,-1,2,-1,2,-1,1,-1,4,-1,4,-1,1,-1,3,-1,4,-1,4,-1,4,-1,4,-1,2,-1,2,-1,1,-1,4,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,
824,3,-1,2,-1,4,-1,1,-1,1,-1,4,-1,3,-1,3,-1,1,-1,2,-1,1,-1,1,-1,3,-1,4,-1,4,-1,4,-1,-2,,,,,,,,,,,,
825,4,-1,4,-1,3,-1,3,-1,4,-1,4,-1,4,-1,1,-1,4,-1,1,-1,4,-1,1,-1,1,-1,1,-1,1,-1,1,-1,4,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,
826,4,-1,3,-1,4,-1,4,-1,3,-1,3,-1,4,-1,1,-1,3,-1,2,-1,3,-1,1,-1,4,-1,1,-1,1,-1,4,-1,3,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,
827,3,-1,1,-1,2,-1,4,-1,4,-1,4,-1,1,-1,1,-1,4,-1,3,-1,2,-1,1,-1,1,-1,4,-1,4,-1,3,-1,-2,,,,,,,,,,,,
828,2,-1,1,-1,1,-1,2,-1,1,-1,4,-1,3,-1,4,-1,3,-1,1,-1,2,-1,4,-1,3,-1,3,-1,1,-1,2,-1,1,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,2.0,-1.0,
829,4,-1,3,-1,3,-1,4,-1,3,-1,1,-1,4,-1,4,-1,1,-1,2,-1,1,-1,4,-1,4,-1,4,-1,4,-1,1,-1,3,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,
830,1,-1,2,-1,2,-1,4,-1,3,-1,4,-1,1,-1,2,-1,4,-1,3,-1,1,-1,1,-1,1,-1,3,-1,1,-1,2,-1,-2,,,,,,,,,,,,
831,4,-1,2,-1,1,-1,1,-1,3,-1,2,-1,4,-1,4,-1,4,-1,4,-1,4,-1,3,-1,2,-1,1,-1,3,-1,2,-1,1,-1.0,3.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,
832,3,-1,2,-1,4,-1,2,-1,1,-1,1,-1,1,-1,3,-1,2,-1,4,-1,1,-1,2,-1,4,-1,3,-1,1,-1,3,-1,3,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,
833,4,-1,4,-1,4,-1,1,-1,1,-1,1,-1,2,-1,4,-1,3,-1,4,-1,2,-1,4,-1,4,-1,1,-1,4,-1,3,-1,-2,,,,,,,,,,,,
834,3,-1,4,-1,1,-1,4,-1,4,-1,3,-1,2,-1,4,-1,1,-1,2,-1,4,-1,3,-1,4,-1,1,-1,2,-1,3,-1,4,-1.0,3.0,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,
835,3,-1,2,-1,4,-1,3,-1,4,-1,2,-1,4,-1,3,-1,1,-1,2,-1,1,-1,3,-1,1,-1,3,-1,1,-1,1,-1,4,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,
836,2,-1,4,-1,4,-1,4,-1,2,-1,1,-1,4,-1,3,-1,3,-1,3,-1,1,-1,1,-1,3,-1,4,-1,4,-1,3,-1,-2,,,,,,,,,,,,
837,3,-1,4,-1,1,-1,1,-1,1,-1,2,-1,2,-1,4,-1,1,-1,3,-1,1,-1,2,-1,2,-1,1,-1,2,-1,2,-1,1,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,
838,2,-1,2,-1,3,-1,1,-1,1,-1,1,-1,4,-1,4,-1,1,-1,4,-1,3,-1,4,-1,2,-1,4,-1,4,-1,4,-1,1,-1.0,2.0,-1.0,4.0,-1.0,3.0,-1.0,3.0,-1.0,4.0,-1.0,
839,4,-1,1,-1,4,-1,2,-1,3,-1,4,-1,3,-1,4,-1,1,-1,1,-1,2,-1,4,-1,1,-1,1,-1,1,-1,1,-1,-2,,,,,,,,,,,,
840,1,-1,2,-1,1,-1,3,-1,4,-1,1,-1,1,-1,1,-1,3,-1,4,-1,1,-1,2,-1,1,-1,1,-1,1,-1,4,-1,1,-1.0,3.0,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,
841,3,-1,4,-1,1,-1,2,-1,1,-1,2,-1,2,-1,4,-1,4,-1,4,-1,3,-1,1,-1,1,-1,1,-1,1,-1,1,-1,3,-1.0,3.0,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,2.0,-1.0,
842,4,-1,1,-1,4,-1,3,-1,3,-1,4,-1,3,-1,1,-1,4,-1,3,-1,2,-1,4,-1,3,-1,4,-1,4,-1,3,-1,-2,,,,,,,,,,,,
843,4,-1,4,-1,4,-1,1,-1,2,-1,2,-1,3,-1,1,-1,3,-1,3,-1,4,-1,1,-1,2,-1,1,-1,1,-1,2,-1,1,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,
844,2,-1,1,-1,1,-1,1,-1,4,-1,4,-1,1,-1,1,-1,1,-1,4,-1,3,-1,4,-1,4,-1,3,-1,3,-1,4,-1,3,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,
845,4,-1,4,-1,4,-1,3,-1,4,-1,3,-1,2,-1,4,-1,3,-1,1,-1,2,-1,1,-1,4,-1,2,-1,1,-1,2,-1,-2,,,,,,,,,,,,
846,1,-1,4,-1,1,-1,2,-1,1,-1,3,-1,4,-1,1,-1,1,-1,4,-1,3,-1,2,-1,2,-1,1,-1,4,-1,4,-1,1,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,3.0,-1.0,2.0,-1.0,
847,1,-1,2,-1,2,-1,4,-1,1,-1,2,-1,1,-1,2,-1,4,-1,1,-1,3,-1,4,-1,3,-1,2,-1,2,-1,1,-1,2,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,
848,2,-1,1,-1,2,-1,4,-1,1,-1,4,-1,3,-1,4,-1,4,-1,1,-1,3,-1,1,-1,1,-1,4,-1,4,-1,1,-1,-2,,,,,,,,,,,,
849,2,-1,4,-1,3,-1,3,-1,2,-1,4,-1,4,-1,1,-1,4,-1,1,-1,2,-1,2,-1,2,-1,1,-1,1,-1,2,-1,1,-1.0,2.0,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,
850,4,-1,1,-1,4,-1,2,-1,4,-1,2,-1,1,-1,3,-1,1,-1,4,-1,3,-1,1,-1,3,-1,4,-1,4,-1,4,-1,4,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,2.0,-1.0,
851,1,-1,1,-1,4,-1,3,-1,4,-1,4,-1,3,-1,2,-1,1,-1,1,-1,1,-1,4,-1,4,-1,1,-1,4,-1,2,-1,-2,,,,,,,,,,,,
852,1,-1,1,-1,1,-1,1,-1,3,-1,3,-1,4,-1,4,-1,3,-1,3,-1,4,-1,1,-1,4,-1,3,-1,2,-1,1,-1,1,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,1.0,-1.0,
853,4,-1,4,-1,2,-1,4,-1,1,-1,2,-1,1,-1,2,-1,4,-1,2,-1,2,-1,1,-1,3,-1,3,-1,3,-1,1,-1,2,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,4.0,-1.0,
854,3,-1,3,-1,4,-1,1,-1,2,-1,4,-1,3,-1,3,-1,4,-1,1,-1,1,-1,3,-1,1,-1,3,-1,4,-1,2,-1,-2,,,,,,,,,,,,
855,1,-1,4,-1,4,-1,4,-1,4,-1,3,-1,2,-1,4,-1,1,-1,4,-1,4,-1,3,-1,3,-1,2,-1,2,-1,4,-1,1,-1.0,3.0,-1.0,2.0,-1.0,4.0,-1.0,2.0,-1.0,4.0,-1.0,
856,2,-1,4,-1,1,-1,2,-1,4,-1,1,-1,2,-1,2,-1,2,-1,4,-1,4,-1,2,-1,4,-1,3,-1,2,-1,4,-1,2,-1.0,3.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,
857,3,-1,4,-1,3,-1,4,-1,1,-1,4,-1,1,-1,2,-1,1,-1,3,-1,2,-1,4,-1,4,-1,3,-1,2,-1,4,-1,-2,,,,,,,,,,,,
858,2,-1,4,-1,2,-1,1,-1,4,-1,3,-1,2,-1,2,-1,3,-1,2,-1,4,-1,3,-1,4,-1,4,-1,3,-1,1,-1,4,-1.0,3.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,
859,1,-1,4,-1,3,-1,4,-1,3,-1,1,-1,3,-1,1,-1,1,-1,3,-1,3,-1,2,-1,1,-1,4,-1,4,-1,1,-1,1,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,
860,4,-1,4,-1,3,-1,2,-1,2,-1,4,-1,1,-1,4,-1,1,-1,3,-1,1,-1,4,-1,1,-1,1,-1,1,-1,4,-1,-2,,,,,,,,,,,,
861,3,-1,4,-1,1,-1,3,-1,4,-1,1,-1,3,-1,1,-1,1,-1,4,-1,4,-1,1,-1,4,-1,1,-1,2,-1,2,-1,4,-1.0,3.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,3.0,-1.0,
862,4,-1,3,-1,2,-1,4,-1,2,-1,3,-1,4,-1,3,-1,4,-1,1,-1,3,-1,1,-1,3,-1,4,-1,3,-1,4,-1,4,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,
